idx,caption_en,image_path
58_aug_2,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_2.jpg
58_aug_3,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_3.jpg
58_aug_4,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_4.jpg
58_aug_5,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_5.jpg
58_aug_6,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_6.jpg
58_aug_7,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_7.jpg
58_aug_8,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_8.jpg
58_aug_9,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_9.jpg
58_aug_10,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_10.jpg
59_aug_1,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_1.jpg
59_aug_2,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_2.jpg
59_aug_3,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_3.jpg
59_aug_4,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_4.jpg
59_aug_5,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_5.jpg
59_aug_6,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_6.jpg
59_aug_7,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_7.jpg
59_aug_8,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_8.jpg
59_aug_9,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_9.jpg
59_aug_10,A good man who is exercising while undressing the upper body,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\59_aug_10.jpg
60_aug_1,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_1.jpg
60_aug_2,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_2.jpg
60_aug_3,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_3.jpg
60_aug_4,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_4.jpg
60_aug_5,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_5.jpg
60_aug_6,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_6.jpg
60_aug_7,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_7.jpg
60_aug_8,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_8.jpg
60_aug_9,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_9.jpg
60_aug_10,A good man who sits on the bench and is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\60_aug_10.jpg
61_aug_1,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_1.jpg
61_aug_2,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_2.jpg
61_aug_3,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_3.jpg
61_aug_4,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_4.jpg
61_aug_5,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_5.jpg
61_aug_6,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_6.jpg
61_aug_7,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_7.jpg
61_aug_8,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_8.jpg
61_aug_9,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_9.jpg
61_aug_10,A woman who is exercising with a pair,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\61_aug_10.jpg
62_aug_1,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_1.jpg
62_aug_2,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_2.jpg
62_aug_3,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_3.jpg
62_aug_4,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_4.jpg
62_aug_5,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_5.jpg
62_aug_6,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_6.jpg
62_aug_7,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_7.jpg
62_aug_8,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_8.jpg
62_aug_9,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_9.jpg
62_aug_10,A woman with a good body sitting and back,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\62_aug_10.jpg
63_aug_1,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_1.jpg
63_aug_2,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_2.jpg
63_aug_3,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_3.jpg
63_aug_4,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_4.jpg
63_aug_5,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_5.jpg
63_aug_6,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_6.jpg
63_aug_7,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_7.jpg
63_aug_8,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_8.jpg
63_aug_9,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_9.jpg
63_aug_10,A female character who is exercising,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\63_aug_10.jpg
64_aug_1,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_1.jpg
64_aug_2,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_2.jpg
64_aug_3,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_3.jpg
64_aug_4,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_4.jpg
64_aug_5,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_5.jpg
64_aug_6,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_6.jpg
64_aug_7,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_7.jpg
64_aug_8,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_8.jpg
64_aug_9,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_9.jpg
64_aug_10,Female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\64_aug_10.jpg
65_aug_1,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_1.jpg
65_aug_2,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_2.jpg
65_aug_3,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_3.jpg
65_aug_4,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_4.jpg
65_aug_5,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_5.jpg
65_aug_6,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_6.jpg
65_aug_7,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_7.jpg
65_aug_8,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_8.jpg
65_aug_9,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_9.jpg
65_aug_10,The front of the female character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\65_aug_10.jpg
66_aug_1,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_1.jpg
66_aug_2,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_2.jpg
66_aug_3,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_3.jpg
66_aug_4,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_4.jpg
66_aug_5,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_5.jpg
66_aug_6,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_6.jpg
66_aug_7,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_7.jpg
66_aug_8,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_8.jpg
66_aug_9,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_9.jpg
66_aug_10,Photo of a woman running in blue,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\66_aug_10.jpg
67_aug_1,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_1.jpg
67_aug_2,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_2.jpg
67_aug_3,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_3.jpg
67_aug_4,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_4.jpg
67_aug_5,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_5.jpg
67_aug_6,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_6.jpg
67_aug_7,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_7.jpg
67_aug_8,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_8.jpg
67_aug_9,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_9.jpg
67_aug_10,A picture of a woman running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\67_aug_10.jpg
68_aug_1,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_1.jpg
68_aug_2,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_2.jpg
68_aug_3,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_3.jpg
68_aug_4,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_4.jpg
68_aug_5,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_5.jpg
68_aug_6,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_6.jpg
68_aug_7,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_7.jpg
68_aug_8,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_8.jpg
68_aug_9,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_9.jpg
68_aug_10,A picture of a black hair that is immersed in thought,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\68_aug_10.jpg
69_aug_1,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_1.jpg
69_aug_2,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_2.jpg
69_aug_3,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_3.jpg
69_aug_4,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_4.jpg
69_aug_5,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_5.jpg
69_aug_6,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_6.jpg
69_aug_7,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_7.jpg
69_aug_8,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_8.jpg
69_aug_9,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_9.jpg
69_aug_10,Women's character of a suit who wears glasses and thinks,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\69_aug_10.jpg
70_aug_1,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_1.jpg
70_aug_2,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_2.jpg
70_aug_3,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_3.jpg
70_aug_4,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_4.jpg
70_aug_5,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_5.jpg
70_aug_6,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_6.jpg
70_aug_7,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_7.jpg
70_aug_8,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_8.jpg
70_aug_9,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_9.jpg
70_aug_10,Women's photos on ballet performances on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\70_aug_10.jpg
71_aug_1,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_1.jpg
71_aug_2,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_2.jpg
71_aug_3,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_3.jpg
71_aug_4,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_4.jpg
71_aug_5,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_5.jpg
71_aug_6,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_6.jpg
71_aug_7,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_7.jpg
71_aug_8,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_8.jpg
71_aug_9,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_9.jpg
71_aug_10,Puppy photo running on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\71_aug_10.jpg
72_aug_1,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_1.jpg
72_aug_2,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_2.jpg
72_aug_3,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_3.jpg
72_aug_4,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_4.jpg
72_aug_5,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_5.jpg
72_aug_6,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_6.jpg
72_aug_7,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_7.jpg
72_aug_8,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_8.jpg
72_aug_9,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_9.jpg
72_aug_10,White dog,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\72_aug_10.jpg
73_aug_1,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_1.jpg
73_aug_2,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_2.jpg
73_aug_3,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_3.jpg
73_aug_4,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_4.jpg
73_aug_5,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_5.jpg
73_aug_6,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_6.jpg
73_aug_7,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_7.jpg
73_aug_8,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_8.jpg
73_aug_9,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_9.jpg
73_aug_10,Black and white dog photos on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\73_aug_10.jpg
74_aug_1,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_1.jpg
74_aug_2,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_2.jpg
74_aug_3,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_3.jpg
74_aug_4,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_4.jpg
74_aug_5,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_5.jpg
